  run  | cfg | numfile |           start            |            stop            |    runlength    
  6882 | 462 |       1 | 2016-07-15 03:16:01.899924 | 2016-07-15 10:16:03.129817 | 07:00:01.229893
  6881 | 462 |       1 | 2016-07-14 22:06:42.523924 | 2016-07-15 03:13:42.663655 | 05:07:00.139731
  6880 | 462 |       1 | 2016-07-14 20:19:04.723771 | 2016-07-14 22:04:15.567834 | 01:45:10.844063
  6879 | 462 |       1 | 2016-07-14 13:43:42.400965 | 2016-07-14 20:16:09.165101 | 06:32:26.764136
  6878 | 462 |       1 | 2016-07-14 13:38:31.507944 | 2016-07-14 13:41:07.744039 | 00:02:36.236095
  6877 | 462 |       1 |                            |                            | 
  6876 | 462 |       1 | 2016-07-14 11:30:47.968465 | 2016-07-14 12:44:52.058014 | 01:14:04.089549
  6875 | 462 |       1 | 2016-07-14 10:28:46.784526 | 2016-07-14 11:26:43.037261 | 00:57:56.252735
  6874 | 462 |       1 | 2016-07-14 05:33:37.706381 | 2016-07-14 10:26:00.164221 | 04:52:22.45784
  6873 | 462 |       1 | 2016-07-14 04:13:53.707935 | 2016-07-14 05:30:55.970951 | 01:17:02.263016
  6872 | 462 |       1 | 2016-07-14 04:10:52.866908 |                            | 
  6871 | 462 |       1 | 2016-07-13 21:53:59.635271 | 2016-07-14 04:08:32.884842 | 06:14:33.249571
  6870 | 462 |       1 | 2016-07-13 21:21:33.921692 | 2016-07-13 21:51:29.89145  | 00:29:55.969758
  6869 | 462 |       1 | 2016-07-13 20:44:40.438794 | 2016-07-13 21:17:23.841556 | 00:32:43.402762
  6868 | 462 |       1 | 2016-07-13 20:41:37.682703 | 2016-07-13 20:42:06.432031 | 00:00:28.749328
  6867 | 462 |       1 | 2016-07-13 19:00:28.42179  | 2016-07-13 20:39:15.028395 | 01:38:46.606605
  6866 | 462 |       1 | 2016-07-13 13:46:09.380809 | 2016-07-13 18:57:20.735959 | 05:11:11.35515
  6865 | 462 |       1 | 2016-07-13 10:04:30.490223 | 2016-07-13 13:43:46.317025 | 03:39:15.826802
  6864 | 462 |       1 | 2016-07-13 09:50:49.918971 | 2016-07-13 10:02:09.738833 | 00:11:19.819862
  6863 | 462 |       1 | 2016-07-13 07:28:33.55787  | 2016-07-13 09:48:02.153793 | 02:19:28.595923
  6862 | 462 |       1 | 2016-07-13 07:20:46.207058 |                            | 
  6861 | 462 |       1 | 2016-07-13 00:18:23.363342 | 2016-07-13 07:18:27.438216 | 07:00:04.074874
  6860 | 462 |       1 | 2016-07-13 00:10:19.168363 | 2016-07-13 00:15:30.703816 | 00:05:11.535453
  6859 | 462 |       1 | 2016-07-12 17:07:45.637799 | 2016-07-13 00:07:48.449614 | 07:00:02.811815
  6858 | 451 |       1 | 2016-07-12 16:47:35.520231 | 2016-07-12 16:55:50.390082 | 00:08:14.869851
  6857 | 462 |       1 | 2016-07-12 15:33:24.015569 | 2016-07-12 16:04:03.674035 | 00:30:39.658466
  6856 | 462 |       1 | 2016-07-12 14:36:26.839626 | 2016-07-12 15:30:28.700997 | 00:54:01.861371
  6855 | 462 |       1 | 2016-07-12 09:47:54.52109  | 2016-07-12 14:33:54.560999 | 04:46:00.039909
  6854 | 462 |       1 | 2016-07-12 06:25:45.862866 | 2016-07-12 09:44:55.872021 | 03:19:10.009155
  6853 | 462 |       1 | 2016-07-12 01:17:53.008361 | 2016-07-12 06:23:05.47927  | 05:05:12.470909
  6852 | 462 |       1 | 2016-07-11 23:12:04.776551 | 2016-07-11 23:12:04.81137  | 00:00:00.034819
  6851 | 462 |       1 | 2016-07-11 22:57:56.394881 | 2016-07-11 23:09:27.472942 | 00:11:31.078061
  6850 | 462 |       1 | 2016-07-11 20:07:19.683691 | 2016-07-11 22:55:35.388362 | 02:48:15.704671
  6849 | 454 |       1 | 2016-07-11 18:03:31.707379 | 2016-07-11 18:23:39.052985 | 00:20:07.345606
  6848 | 469 |       1 |                            |                            | 
  6847 | 469 |       1 |                            |                            | 
  6846 | 454 |       1 | 2016-07-11 13:01:32.995661 | 2016-07-11 13:28:25.617776 | 00:26:52.622115
  6845 | 469 |       1 |                            |                            | 
  6844 | 469 |       1 |                            |                            | 
  6843 | 469 |       1 |                            |                            | 
  6842 | 469 |       1 |                            |                            | 
  6841 | 462 |       1 | 2016-07-11 06:33:26.890299 | 2016-07-11 06:47:59.215894 | 00:14:32.325595
  6840 | 462 |       1 | 2016-07-11 03:44:21.40088  | 2016-07-11 06:29:18.37738  | 02:44:56.9765
  6839 | 462 |       1 | 2016-07-11 03:02:15.105771 | 2016-07-11 03:41:33.496789 | 00:39:18.391018
  6838 | 462 |       1 |                            |                            | 
  6837 | 462 |       1 | 2016-07-10 19:57:52.44851  | 2016-07-11 02:57:54.205937 | 07:00:01.757427
  6836 | 462 |       1 | 2016-07-10 17:44:29.847786 | 2016-07-10 19:55:22.604365 | 02:10:52.756579
  6835 | 462 |       1 | 2016-07-10 13:23:43.514299 | 2016-07-10 17:41:58.991388 | 04:18:15.477089
  6834 | 462 |       1 | 2016-07-10 12:55:37.866567 | 2016-07-10 13:20:52.69458  | 00:25:14.828013
  6833 | 462 |       1 |                            |                            | 
  6832 | 462 |       1 | 2016-07-10 11:29:06.815268 | 2016-07-10 12:50:57.619637 | 01:21:50.804369
  6831 | 462 |       1 | 2016-07-10 05:23:39.780803 | 2016-07-10 11:26:23.639217 | 06:02:43.858414
  6830 | 462 |       1 | 2016-07-09 22:21:03.096707 | 2016-07-10 05:21:06.320916 | 07:00:03.224209
  6829 | 462 |       1 | 2016-07-09 16:16:20.010517 | 2016-07-09 22:18:17.112408 | 06:01:57.101891
  6828 | 462 |       1 | 2016-07-09 09:29:28.536181 | 2016-07-09 16:13:38.366655 | 06:44:09.830474
  6827 | 462 |       1 | 2016-07-09 02:26:38.640119 | 2016-07-09 09:26:43.085299 | 07:00:04.44518
  6826 | 462 |       1 | 2016-07-08 22:37:30.56154  | 2016-07-09 02:24:24.254359 | 03:46:53.692819
  6825 | 462 |       1 | 2016-07-08 20:42:05.037532 | 2016-07-08 22:34:55.896568 | 01:52:50.859036
  6824 | 462 |       1 | 2016-07-08 16:47:53.377715 | 2016-07-08 20:39:52.844911 | 03:51:59.467196
  6823 | 462 |       1 | 2016-07-08 16:07:18.843277 | 2016-07-08 16:43:49.338343 | 00:36:30.495066
  6822 | 462 |       1 | 2016-07-08 12:51:51.306272 | 2016-07-08 16:04:34.296524 | 03:12:42.990252
  6821 | 462 |       1 | 2016-07-08 12:19:42.461767 | 2016-07-08 12:19:45.701506 | 00:00:03.239739
  6820 | 462 |       1 | 2016-07-08 12:16:11.333982 | 2016-07-08 12:16:36.959998 | 00:00:25.626016
  6819 | 462 |       1 | 2016-07-08 12:12:35.771185 | 2016-07-08 12:12:59.856979 | 00:00:24.085794
  6818 | 462 |       1 | 2016-07-08 12:09:29.800722 | 2016-07-08 12:09:51.947142 | 00:00:22.14642
  6817 | 462 |       1 | 2016-07-08 12:06:20.263259 | 2016-07-08 12:06:40.027124 | 00:00:19.763865
  6816 | 462 |       1 | 2016-07-08 12:02:44.203619 | 2016-07-08 12:03:06.910886 | 00:00:22.707267
  6815 | 462 |       1 | 2016-07-08 11:59:40.43284  | 2016-07-08 12:00:06.161557 | 00:00:25.728717
  6814 | 462 |       1 | 2016-07-08 09:55:38.736166 | 2016-07-08 11:56:46.36728  | 02:01:07.631114
  6813 | 462 |       1 | 2016-07-08 03:06:03.334524 | 2016-07-08 09:53:02.827774 | 06:46:59.49325
  6812 | 462 |       1 | 2016-07-08 00:01:59.342588 | 2016-07-08 03:03:17.675803 | 03:01:18.333215
  6811 | 462 |       1 | 2016-07-07 16:59:30.206469 | 2016-07-07 23:59:33.761337 | 07:00:03.554868
  6810 | 462 |       1 | 2016-07-07 14:46:21.459723 | 2016-07-07 16:56:47.52733  | 02:10:26.067607
  6809 | 462 |       1 |                            |                            | 
  6808 | 462 |       1 |                            |                            | 
  6807 | 462 |       1 |                            |                            | 
  6806 | 462 |       1 | 2016-07-07 12:33:02.49607  | 2016-07-07 14:35:35.003226 | 02:02:32.507156
  6805 | 462 |       1 | 2016-07-07 05:30:30.102509 | 2016-07-07 12:30:38.059108 | 07:00:07.956599
  6804 | 462 |       1 | 2016-07-07 03:56:56.886582 | 2016-07-07 05:27:45.05429  | 01:30:48.167708
  6803 | 462 |       1 | 2016-07-06 22:58:02.143107 | 2016-07-07 03:54:34.924691 | 04:56:32.781584
  6802 | 462 |       1 | 2016-07-06 21:52:32.708833 | 2016-07-06 22:55:18.969379 | 01:02:46.260546
  6801 | 462 |       1 | 2016-07-06 15:15:15.035872 | 2016-07-06 21:49:45.248186 | 06:34:30.212314
  6800 | 462 |       1 | 2016-07-06 08:39:41.120136 | 2016-07-06 15:12:28.622521 | 06:32:47.502385
  6799 | 462 |       1 | 2016-07-06 06:16:39.879512 | 2016-07-06 08:35:43.868456 | 02:19:03.988944
  6798 | 462 |       1 | 2016-07-05 23:14:02.388385 | 2016-07-06 06:14:07.673889 | 07:00:05.285504
  6797 | 462 |       1 | 2016-07-05 20:28:05.190983 | 2016-07-05 23:11:38.864876 | 02:43:33.673893
  6796 | 462 |       1 | 2016-07-05 20:19:13.551666 | 2016-07-05 20:25:29.490125 | 00:06:15.938459
  6795 | 462 |       1 | 2016-07-05 18:43:20.307887 | 2016-07-05 20:16:35.214398 | 01:33:14.906511
  6794 | 462 |       1 | 2016-07-05 16:11:28.469654 | 2016-07-05 18:40:47.233831 | 02:29:18.764177
  6793 | 462 |       1 | 2016-07-05 15:23:52.50265  | 2016-07-05 16:08:39.076867 | 00:44:46.574217
  6792 | 462 |       1 | 2016-07-05 13:29:39.760009 | 2016-07-05 15:20:48.39619  | 01:51:08.636181
  6791 | 462 |       1 |                            |                            | 
  6790 | 462 |       1 | 2016-07-05 11:00:32.497715 | 2016-07-05 13:25:13.464944 | 02:24:40.967229
  6789 | 462 |       1 | 2016-07-05 06:50:55.73836  | 2016-07-05 10:56:31.02634  | 04:05:35.28798
  6788 | 462 |       1 | 2016-07-05 04:47:57.889733 | 2016-07-05 06:48:09.683704 | 02:00:11.793971
  6787 | 462 |       1 | 2016-07-04 21:45:27.171033 | 2016-07-05 04:45:31.125013 | 07:00:03.95398
  6786 | 462 |       1 | 2016-07-04 16:42:09.423459 | 2016-07-04 21:42:44.878803 | 05:00:35.455344
  6785 | 462 |       1 | 2016-07-04 09:39:33.997954 | 2016-07-04 16:39:39.795204 | 07:00:05.79725
  6784 | 462 |       1 | 2016-07-04 08:54:20.833227 | 2016-07-04 09:36:59.676858 | 00:42:38.843631
  6783 | 462 |       1 | 2016-07-04 01:51:44.642304 | 2016-07-04 08:51:51.099161 | 07:00:06.456857
  6782 | 462 |       1 | 2016-07-04 00:29:58.113415 | 2016-07-04 01:49:08.787371 | 01:19:10.673956
  6781 | 462 |       1 |                            |                            | 
  6780 | 462 |       1 | 2016-07-03 17:35:52.559631 | 2016-07-04 00:25:32.496959 | 06:49:39.937328
  6779 | 462 |       1 | 2016-07-03 13:55:42.642942 | 2016-07-03 17:32:55.963783 | 03:37:13.320841
  6778 | 462 |       1 | 2016-07-03 12:24:42.818079 | 2016-07-03 13:53:15.271878 | 01:28:32.453799
  6777 | 462 |       1 | 2016-07-03 06:37:39.585557 | 2016-07-03 12:20:51.538547 | 05:43:11.95299
  6776 | 462 |       1 | 2016-07-02 23:52:04.923043 | 2016-07-03 06:35:16.241722 | 06:43:11.318679
  6775 | 462 |       1 | 2016-07-02 23:12:57.291348 | 2016-07-02 23:49:22.163934 | 00:36:24.872586
  6774 | 462 |       1 |                            |                            | 
  6773 | 462 |       1 | 2016-07-02 16:08:07.202908 | 2016-07-02 23:08:15.829482 | 07:00:08.626574
  6772 | 462 |       1 | 2016-07-02 15:05:23.441208 | 2016-07-02 16:05:39.562782 | 01:00:16.121574
  6771 | 462 |       1 | 2016-07-02 14:47:54.602156 | 2016-07-02 15:02:31.985474 | 00:14:37.383318
  6770 | 462 |       1 |                            |                            | 
  6769 | 462 |       1 | 2016-07-02 07:43:35.006504 | 2016-07-02 14:43:36.043442 | 07:00:01.036938
  6768 | 462 |       1 | 2016-07-02 02:47:22.923371 | 2016-07-02 07:39:57.123386 | 04:52:34.200015
  6767 | 462 |       1 | 2016-07-02 02:20:28.426591 | 2016-07-02 02:44:33.197562 | 00:24:04.770971
  6766 | 462 |       1 | 2016-07-01 19:17:49.208073 | 2016-07-02 02:17:52.870035 | 07:00:03.661962
  6765 | 462 |       1 | 2016-07-01 12:15:19.840315 | 2016-07-01 19:15:21.805353 | 07:00:01.965038
  6764 | 462 |       1 | 2016-07-01 11:16:47.4759   | 2016-07-01 12:12:45.393483 | 00:55:57.917583
  6763 | 462 |       1 | 2016-07-01 04:14:13.519987 | 2016-07-01 11:14:14.674375 | 07:00:01.154388
  6762 | 462 |       1 | 2016-07-01 01:54:26.501258 | 2016-07-01 01:54:26.546315 | 00:00:00.045057
  6761 | 462 |       1 | 2016-06-30 23:50:30.343035 | 2016-07-01 01:49:19.388553 | 01:58:49.045518
  6760 | 462 |       1 | 2016-06-30 23:34:01.808596 | 2016-06-30 23:47:12.276756 | 00:13:10.46816
  6759 | 462 |       1 | 2016-06-30 23:27:06.877157 | 2016-06-30 23:31:23.86774  | 00:04:16.990583
  6758 | 462 |       1 | 2016-06-30 22:08:59.018859 | 2016-06-30 23:24:40.243971 | 01:15:41.225112
  6757 | 462 |       1 | 2016-06-30 21:52:37.753917 | 2016-06-30 22:06:30.875145 | 00:13:53.121228
  6756 | 462 |       1 | 2016-06-30 17:20:43.974224 | 2016-06-30 21:49:54.597057 | 04:29:10.622833
  6755 | 462 |       1 | 2016-06-30 17:09:22.781645 | 2016-06-30 17:18:11.453306 | 00:08:48.671661
  6754 | 462 |       1 |                            |                            | 
  6753 | 462 |       1 |                            |                            | 
  6752 | 462 |       1 | 2016-06-30 10:02:26.946631 | 2016-06-30 17:02:32.309852 | 07:00:05.363221
  6751 | 462 |       1 | 2016-06-30 08:48:36.696412 | 2016-06-30 09:59:09.048185 | 01:10:32.351773
  6750 | 462 |       1 |                            |                            | 
  6749 | 462 |       1 | 2016-06-30 02:00:27.936142 | 2016-06-30 08:44:12.722162 | 06:43:44.78602
  6748 | 462 |       1 | 2016-06-29 18:57:49.384637 | 2016-06-30 01:57:54.421134 | 07:00:05.036497
  6747 | 462 |       1 | 2016-06-29 17:26:24.318574 | 2016-06-29 18:55:28.955912 | 01:29:04.637338
  6746 | 463 |       1 | 2016-06-29 16:32:10.930998 | 2016-06-29 16:57:18.872099 | 00:25:07.941101
  6745 | 463 |       1 | 2016-06-29 14:36:49.543604 | 2016-06-29 15:58:49.897072 | 01:22:00.353468
  6744 | 463 |       1 |                            |                            | 
  6743 | 463 |       1 | 2016-06-29 14:14:15.430365 | 2016-06-29 14:20:18.440564 | 00:06:03.010199
  6742 | 463 |       1 | 2016-06-29 13:23:58.930412 | 2016-06-29 13:30:03.112743 | 00:06:04.182331
  6741 | 463 |       1 | 2016-06-29 13:14:15.94742  | 2016-06-29 13:20:18.707524 | 00:06:02.760104
  6740 | 463 |       1 | 2016-06-29 13:09:10.210805 |                            | 
  6739 | 463 |       1 | 2016-06-29 13:03:35.455714 |                            | 
  6738 | 446 |       1 | 2016-06-29 12:41:27.527688 | 2016-06-29 12:55:08.373889 | 00:13:40.846201
  6737 | 446 |       1 | 2016-06-29 12:38:26.254214 | 2016-06-29 12:38:34.132865 | 00:00:07.878651
  6736 | 446 |       1 | 2016-06-29 12:30:07.535393 | 2016-06-29 12:31:00.247818 | 00:00:52.712425
  6735 | 446 |       1 | 2016-06-29 12:12:38.410887 | 2016-06-29 12:27:42.673576 | 00:15:04.262689
  6734 | 462 |       1 | 2016-06-29 12:09:34.658766 | 2016-06-29 12:09:50.68113  | 00:00:16.022364
  6733 | 462 |       1 | 2016-06-29 12:06:29.516597 | 2016-06-29 12:06:45.453101 | 00:00:15.936504
  6732 | 462 |       1 | 2016-06-29 12:02:54.842182 | 2016-06-29 12:03:18.099226 | 00:00:23.257044
  6731 | 462 |       1 | 2016-06-29 11:59:29.23284  | 2016-06-29 11:59:50.354185 | 00:00:21.121345
  6730 | 462 |       1 | 2016-06-29 11:56:31.306755 | 2016-06-29 11:56:47.649705 | 00:00:16.34295
  6729 | 462 |       1 | 2016-06-29 11:53:26.56851  | 2016-06-29 11:53:44.299266 | 00:00:17.730756
  6728 | 462 |       1 | 2016-06-29 11:50:34.184761 | 2016-06-29 11:50:50.661084 | 00:00:16.476323
  6727 | 462 |       1 | 2016-06-29 11:45:41.322426 | 2016-06-29 11:45:54.675931 | 00:00:13.353505
  6726 | 462 |       1 | 2016-06-29 11:42:36.686045 | 2016-06-29 11:42:52.885257 | 00:00:16.199212
  6725 | 462 |       1 | 2016-06-29 11:25:05.902526 | 2016-06-29 11:40:11.456673 | 00:15:05.554147
  6724 | 462 |       1 |                            |                            | 
  6723 | 462 |       1 | 2016-06-29 11:20:17.170985 | 2016-06-29 11:20:21.779843 | 00:00:04.608858
  6722 | 462 |       1 | 2016-06-29 11:02:41.479758 | 2016-06-29 11:17:44.216927 | 00:15:02.737169
  6721 | 462 |       1 | 2016-06-29 10:20:34.926701 | 2016-06-29 10:20:38.777785 | 00:00:03.851084
  6720 | 462 |       1 | 2016-06-29 10:03:09.480585 | 2016-06-29 10:18:13.09465  | 00:15:03.614065
  6719 | 462 |       1 | 2016-06-29 09:47:09.51487  | 2016-06-29 09:47:25.898787 | 00:00:16.383917
  6718 | 462 |       1 | 2016-06-29 09:44:09.641612 | 2016-06-29 09:44:26.203141 | 00:00:16.561529
  6717 | 462 |       1 | 2016-06-29 09:26:38.336412 | 2016-06-29 09:41:40.082672 | 00:15:01.74626
  6716 | 462 |       1 |                            |                            | 
  6715 | 462 |       1 |                            |                            | 
  6714 | 462 |       1 | 2016-06-29 08:49:01.12892  | 2016-06-29 09:05:58.213847 | 00:16:57.084927
  6713 | 462 |       1 | 2016-06-29 08:43:37.221051 | 2016-06-29 08:46:12.303295 | 00:02:35.082244
  6712 | 462 |       1 | 2016-06-29 07:01:59.613876 | 2016-06-29 07:52:39.79441  | 00:50:40.180534
  6711 | 462 |       1 | 2016-06-29 06:25:13.823932 | 2016-06-29 06:59:25.499416 | 00:34:11.675484
  6710 | 462 |       1 | 2016-06-29 05:12:42.373461 | 2016-06-29 06:22:19.314671 | 01:09:36.94121
  6709 | 468 |       1 |                            |                            | 
  6708 | 468 |       1 |                            |                            | 
  6707 | 468 |       1 |                            |                            | 
  6706 | 468 |       1 |                            |                            | 
  6705 | 468 |       1 |                            |                            | 
  6704 | 468 |       1 |                            |                            | 
  6703 | 467 |       1 | 2016-06-29 03:44:30.75311  | 2016-06-29 03:54:34.809343 | 00:10:04.056233
  6702 | 467 |       1 |                            |                            | 
  6701 | 454 |       1 | 2016-06-29 03:27:05.338817 | 2016-06-29 03:37:11.149479 | 00:10:05.810662
  6700 | 466 |       1 |                            |                            | 
  6699 | 462 |       1 | 2016-06-29 02:39:11.281986 | 2016-06-29 03:06:04.340252 | 00:26:53.058266
  6698 | 462 |       1 | 2016-06-28 22:17:18.175477 | 2016-06-29 02:36:46.905113 | 04:19:28.729636
  6697 | 462 |       1 | 2016-06-28 18:04:26.50719  | 2016-06-28 22:14:28.219728 | 04:10:01.712538
  6696 | 462 |       1 | 2016-06-28 16:43:06.56084  | 2016-06-28 18:01:41.657564 | 01:18:35.096724
  6695 | 462 |       1 | 2016-06-28 14:44:48.212231 | 2016-06-28 16:40:43.790197 | 01:55:55.577966
  6694 | 462 |       1 | 2016-06-28 14:20:18.751565 | 2016-06-28 14:41:35.921054 | 00:21:17.169489
  6693 | 462 |       1 | 2016-06-28 12:57:34.404148 | 2016-06-28 14:17:37.355415 | 01:20:02.951267
  6692 | 462 |       1 | 2016-06-28 08:35:07.446028 | 2016-06-28 12:54:53.055212 | 04:19:45.609184
  6691 | 462 |       1 | 2016-06-28 07:29:28.370711 | 2016-06-28 08:32:33.312487 | 01:03:04.941776
  6690 | 462 |       1 | 2016-06-28 02:48:07.059111 | 2016-06-28 07:26:44.034818 | 04:38:36.975707
  6689 | 462 |       1 | 2016-06-27 22:13:21.498288 | 2016-06-28 02:44:03.020932 | 04:30:41.522644
  6688 | 462 |       1 | 2016-06-27 19:35:50.244174 | 2016-06-27 22:10:32.01763  | 02:34:41.773456
  6687 | 462 |       1 | 2016-06-27 12:33:18.041352 | 2016-06-27 19:33:20.702457 | 07:00:02.661105
  6686 | 462 |       1 | 2016-06-27 10:16:56.387043 | 2016-06-27 12:30:33.193942 | 02:13:36.806899
  6685 | 462 |       1 | 2016-06-27 09:46:50.438348 | 2016-06-27 10:14:30.994436 | 00:27:40.556088
  6684 | 462 |       1 | 2016-06-27 09:05:38.956856 | 2016-06-27 09:44:15.732635 | 00:38:36.775779
  6683 | 462 |       1 | 2016-06-27 02:02:37.30653  | 2016-06-27 09:02:42.552012 | 07:00:05.245482
  6682 | 462 |       1 |                            |                            | 
  6681 | 462 |       1 | 2016-06-27 00:22:20.172684 | 2016-06-27 01:58:04.789419 | 01:35:44.616735
  6680 | 462 |       1 | 2016-06-26 19:56:22.155398 | 2016-06-27 00:18:15.268798 | 04:21:53.1134
  6679 | 462 |       1 | 2016-06-26 14:12:16.796095 | 2016-06-26 19:53:41.826848 | 05:41:25.030753
  6678 | 462 |       1 | 2016-06-26 14:02:53.219482 | 2016-06-26 14:05:41.956408 | 00:02:48.736926
  6677 | 462 |       1 | 2016-06-26 13:55:36.865884 | 2016-06-26 13:58:42.848237 | 00:03:05.982353
  6676 | 462 |       1 | 2016-06-26 08:57:16.899582 | 2016-06-26 13:52:16.0492   | 04:54:59.149618
  6675 | 462 |       1 | 2016-06-26 08:25:31.602446 | 2016-06-26 08:53:44.050562 | 00:28:12.448116
  6674 | 462 |       1 | 2016-06-26 07:29:16.19102  | 2016-06-26 08:20:42.836203 | 00:51:26.645183
  6673 | 462 |       1 | 2016-06-26 07:09:52.289944 | 2016-06-26 07:22:42.092331 | 00:12:49.802387
  6672 | 462 |       1 | 2016-06-26 04:59:54.994715 | 2016-06-26 07:04:57.620874 | 02:05:02.626159
  6671 | 462 |       1 | 2016-06-26 00:58:07.869547 | 2016-06-26 04:53:57.492831 | 03:55:49.623284
  6670 | 462 |       1 | 2016-06-25 23:20:34.147794 | 2016-06-26 00:55:40.223569 | 01:35:06.075775
  6669 | 462 |       1 | 2016-06-25 19:49:55.840559 | 2016-06-25 23:18:02.068831 | 03:28:06.228272
  6668 | 462 |       1 | 2016-06-25 15:48:57.149173 | 2016-06-25 19:47:19.339147 | 03:58:22.189974
  6667 | 462 |       1 | 2016-06-25 13:35:19.349644 | 2016-06-25 15:46:27.713989 | 02:11:08.364345
  6666 | 462 |       1 | 2016-06-25 07:49:40.742667 | 2016-06-25 13:23:34.257577 | 05:33:53.51491
  6665 | 462 |       1 | 2016-06-25 06:47:42.268537 | 2016-06-25 07:47:08.032663 | 00:59:25.764126
  6664 | 462 |       1 | 2016-06-24 23:45:06.483666 | 2016-06-25 06:45:09.08896  | 07:00:02.605294
  6663 | 462 |       1 | 2016-06-24 16:42:39.52006  | 2016-06-24 23:42:43.051087 | 07:00:03.531027
  6662 | 462 |       1 | 2016-06-24 16:36:02.22909  |                            | 
  6661 | 462 |       1 | 2016-06-24 16:31:43.900317 | 2016-06-24 16:32:55.428835 | 00:01:11.528518
  6660 | 462 |       1 | 2016-06-24 16:24:30.363478 | 2016-06-24 16:27:06.675442 | 00:02:36.311964
  6659 | 462 |       1 | 2016-06-24 14:27:48.284874 | 2016-06-24 16:22:09.533904 | 01:54:21.24903
  6658 | 462 |       1 | 2016-06-24 12:31:17.005644 | 2016-06-24 14:25:03.466556 | 01:53:46.460912
  6657 | 462 |       1 | 2016-06-24 12:01:00.424685 | 2016-06-24 12:28:34.554608 | 00:27:34.129923
  6656 | 462 |       1 | 2016-06-24 09:52:12.687678 | 2016-06-24 11:56:54.492512 | 02:04:41.804834
  6655 | 462 |       1 | 2016-06-24 09:01:39.812356 | 2016-06-24 09:49:29.245133 | 00:47:49.432777
  6654 | 462 |       1 |                            |                            | 
  6653 | 462 |       1 | 2016-06-24 04:45:42.673742 | 2016-06-24 08:55:27.290792 | 04:09:44.61705
  6652 | 462 |       1 | 2016-06-24 04:18:56.315727 | 2016-06-24 04:43:06.916082 | 00:24:10.600355
  6651 | 462 |       1 |                            |                            | 
  6650 | 462 |       1 | 2016-06-24 03:13:49.282561 | 2016-06-24 04:14:30.483542 | 01:00:41.200981
  6649 | 462 |       1 | 2016-06-23 23:37:21.542817 | 2016-06-24 03:11:09.033416 | 03:33:47.490599
  6648 | 462 |       1 | 2016-06-23 23:03:14.499694 | 2016-06-23 23:35:06.195931 | 00:31:51.696237
  6647 | 462 |       1 | 2016-06-23 16:00:39.240168 | 2016-06-23 23:00:40.684321 | 07:00:01.444153
  6646 | 462 |       1 |                            |                            | 
  6645 | 462 |       1 | 2016-06-23 15:03:54.558859 | 2016-06-23 15:56:12.872193 | 00:52:18.313334
  6644 | 443 |       1 | 2016-06-23 13:08:46.63613  | 2016-06-23 14:31:56.119825 | 01:23:09.483695
  6643 | 443 |       1 |                            |                            | 
  6642 | 443 |       1 | 2016-06-23 08:22:25.83148  | 2016-06-23 13:04:29.409428 | 04:42:03.577948
  6641 | 443 |       1 | 2016-06-23 06:33:02.61995  | 2016-06-23 08:17:44.994794 | 01:44:42.374844
  6640 | 443 |       1 | 2016-06-22 23:30:29.559096 | 2016-06-23 06:30:36.165074 | 07:00:06.605978
  6639 | 443 |       1 | 2016-06-22 20:21:14.830876 | 2016-06-22 23:27:38.461517 | 03:06:23.630641
  6638 | 443 |       1 | 2016-06-22 19:12:26.093973 | 2016-06-22 20:18:25.837964 | 01:05:59.743991
  6637 | 443 |       1 | 2016-06-22 16:57:29.638792 | 2016-06-22 19:09:42.149287 | 02:12:12.510495
  6636 | 443 |       1 | 2016-06-22 16:51:43.198404 | 2016-06-22 16:54:25.472606 | 00:02:42.274202
  6635 | 443 |       1 | 2016-06-22 16:25:37.453102 | 2016-06-22 16:49:28.619448 | 00:23:51.166346
  6634 | 443 |       1 | 2016-06-22 10:03:46.074923 | 2016-06-22 16:22:51.691164 | 06:19:05.616241
  6633 | 443 |       1 | 2016-06-22 07:59:37.816406 | 2016-06-22 10:01:20.99411  | 02:01:43.177704
  6632 | 443 |       1 | 2016-06-22 04:58:45.069035 | 2016-06-22 07:56:27.995823 | 02:57:42.926788
  6631 | 443 |       1 | 2016-06-22 00:42:23.595643 | 2016-06-22 04:56:12.729391 | 04:13:49.133748
  6630 | 443 |       1 | 2016-06-21 18:24:37.149206 | 2016-06-22 00:37:51.616592 | 06:13:14.467386
  6629 | 443 |       1 | 2016-06-21 17:03:48.887812 | 2016-06-21 18:21:55.198743 | 01:18:06.310931
  6628 | 443 |       1 | 2016-06-21 14:31:35.064822 | 2016-06-21 17:01:26.147762 | 02:29:51.08294
  6627 | 443 |       1 | 2016-06-21 14:17:50.971746 | 2016-06-21 14:28:29.155979 | 00:10:38.184233
  6626 | 443 |       1 | 2016-06-21 12:48:43.207429 | 2016-06-21 14:14:19.61848  | 01:25:36.411051
  6625 | 443 |       1 | 2016-06-21 10:43:24.574005 | 2016-06-21 12:33:15.365134 | 01:49:50.791129
  6624 | 443 |       1 |                            |                            | 
  6623 | 443 |       1 | 2016-06-21 07:15:49.924281 | 2016-06-21 10:38:33.520006 | 03:22:43.595725
  6622 | 443 |       1 | 2016-06-21 03:19:00.121456 | 2016-06-21 07:13:01.012624 | 03:54:00.891168
  6621 | 443 |       1 | 2016-06-21 01:38:15.248976 | 2016-06-21 03:11:32.125516 | 01:33:16.87654
